Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Rarely,6,4,2,2,4,Research Director,4,16627,4,Yes,3,1,21,3,2,1,0,0
38,No,Travel_Rarely,1,1,3,3,1,Research Scientist,1,2619,3,No,4,0,8,3,2,0,0,0
43,No,Travel_Frequently,9,5,4,3,2,Laboratory Technician,3,5679,3,Yes,2,1,10,3,3,8,4,7
48,No,Travel_Rarely,1,4,4,2,4,Manager,1,15402,7,No,1,1,21,3,1,3,0,2
44,No,Travel_Rarely,1,4,1,2,2,Human Resources,3,5985,4,No,2,0,10,1,4,2,0,2
34,No,Travel_Rarely,14,3,3,3,1,Sales Representative,3,2579,1,Yes,4,2,8,3,3,8,0,6
27,Yes,Travel_Rarely,2,1,3,3,1,Sales Representative,1,3041,0,No,2,1,5,3,3,4,0,2
21,No,Travel_Rarely,22,1,3,3,1,Sales Representative,3,3447,1,No,3,0,3,2,3,3,1,2
44,No,Travel_Rarely,3,4,4,3,5,Manager,4,19513,4,Yes,1,1,26,2,4,2,0,1
22,No,Travel_Rarely,6,1,1,3,1,Research Scientist,3,2773,0,No,4,0,3,3,3,2,2,2
33,No,Travel_Rarely,8,4,3,3,2,Sales Executive,3,7104,0,No,4,0,6,3,3,5,1,2
32,No,Travel_Rarely,9,4,1,3,2,Research Scientist,4,6322,1,Yes,4,1,6,2,2,6,0,5
30,No,Travel_Frequently,3,3,3,3,1,Research Scientist,3,2083,1,No,3,1,1,2,3,1,0,0
53,No,Travel_Rarely,1,1,4,3,2,Sales Executive,1,8381,7,No,4,0,18,2,4,14,8,10
34,No,Travel_Rarely,1,5,2,3,1,Research Scientist,4,2691,1,No,4,1,10,4,2,10,8,8
45,Yes,Travel_Frequently,26,4,1,3,2,Sales Executive,1,4286,2,No,4,2,5,4,3,1,0,0
26,No,Travel_Rarely,6,3,3,3,1,Laboratory Technician,4,2659,1,Yes,3,1,3,2,3,3,0,2
37,No,Travel_Rarely,3,3,3,3,3,Manufacturing Director,3,9434,1,No,3,1,10,2,3,10,7,8
29,No,Travel_Rarely,3,2,2,3,2,Sales Executive,3,5561,1,No,1,1,6,5,2,6,1,2
35,No,Travel_Rarely,6,4,2,1,2,Research Scientist,4,6646,1,No,2,0,17,3,3,17,11,8
33,No,Travel_Frequently,6,3,3,3,2,Healthcare Representative,4,7725,3,No,3,1,15,2,1,13,4,7
54,No,Travel_Rarely,19,4,3,3,3,Human Resources,2,10725,2,No,3,1,16,1,4,9,7,1
36,No,Travel_Rarely,9,2,2,2,2,Manufacturing Director,2,8847,2,Yes,3,1,13,2,3,3,0,2
27,No,Travel_Rarely,3,4,1,2,1,Research Scientist,4,2045,0,No,4,0,5,0,3,4,1,1
20,Yes,Travel_Rarely,10,1,4,3,1,Research Scientist,3,1009,1,Yes,4,0,1,5,3,1,1,1
33,Yes,Travel_Frequently,3,3,1,3,1,Research Scientist,1,3348,1,Yes,1,0,10,3,3,10,9,7
35,No,Non-Travel,3,3,3,2,1,Laboratory Technician,3,1281,1,No,3,2,1,3,3,1,0,0
23,No,Travel_Rarely,4,3,1,4,1,Research Scientist,1,2819,2,No,1,1,5,3,4,3,0,2
25,No,Travel_Rarely,8,3,4,4,2,Sales Executive,2,4851,0,No,3,1,4,4,3,3,1,2
38,No,Travel_Rarely,7,4,4,2,2,Sales Executive,4,4028,0,No,1,0,8,2,3,7,0,5
29,No,Travel_Frequently,1,4,2,1,1,Research Scientist,4,2720,1,No,4,1,10,5,3,10,2,8
48,No,Travel_Rarely,2,1,2,4,2,Sales Executive,2,8120,3,No,4,0,12,3,3,2,2,2
27,No,Travel_Frequently,3,1,4,4,2,Sales Executive,4,4647,1,Yes,2,2,6,3,3,6,0,4
37,No,Travel_Rarely,10,2,4,4,1,Research Scientist,4,4680,3,No,1,0,4,2,3,1,0,0
50,No,Travel_Rarely,28,1,4,4,1,Laboratory Technician,3,3221,1,Yes,3,3,20,3,3,20,3,8
34,No,Travel_Rarely,9,3,4,2,3,Healthcare Representative,2,8621,1,No,2,0,9,3,4,8,7,7
24,Yes,Travel_Rarely,3,2,1,3,2,Sales Executive,3,4577,9,No,1,0,4,3,3,2,2,0
39,No,Travel_Rarely,2,4,4,2,2,Healthcare Representative,3,4553,1,No,1,0,20,4,3,20,11,10
32,No,Travel_Rarely,10,3,4,3,2,Sales Executive,4,5396,1,No,4,0,10,2,2,10,0,8
50,Yes,Travel_Frequently,8,2,2,3,2,Sales Executive,3,6796,3,Yes,1,1,18,4,3,4,1,3
38,No,Travel_Rarely,1,4,2,4,2,Healthcare Representative,4,7625,0,No,3,0,10,4,2,9,1,8
27,No,Travel_Rarely,1,2,3,3,3,Manufacturing Director,1,7412,1,No,4,0,9,3,3,9,0,7
32,No,Travel_Rarely,3,2,3,3,3,Research Director,4,11159,3,No,4,0,10,6,3,7,7,7
47,No,Travel_Rarely,14,4,4,3,2,Sales Executive,1,4960,2,No,4,0,20,2,3,7,1,7
40,No,Travel_Frequently,5,4,4,2,3,Sales Executive,1,10475,5,Yes,3,1,20,2,3,18,1,12
53,No,Travel_Rarely,7,3,3,4,4,Research Director,3,14814,3,No,3,0,32,3,3,5,1,3
41,No,Travel_Rarely,10,4,2,2,5,Manager,4,19141,3,No,2,3,23,2,2,21,12,6
60,No,Travel_Rarely,16,4,1,3,2,Sales Executive,1,5405,8,No,4,0,10,1,3,2,2,2
27,No,Travel_Frequently,10,2,4,3,3,Manufacturing Director,1,8793,1,No,3,2,9,4,2,9,1,7
41,No,Travel_Rarely,1,3,4,2,5,Manager,3,19189,1,No,2,1,22,3,3,22,2,10
50,No,Travel_Rarely,8,4,4,3,1,Sales Representative,2,3875,7,No,4,1,4,2,3,2,2,2
28,Yes,Travel_Rarely,1,2,1,1,1,Research Scientist,2,2216,7,Yes,4,0,10,4,3,7,3,7
36,No,Non-Travel,8,3,1,4,3,Research Director,1,11713,9,No,1,1,10,2,3,8,0,5
38,No,Travel_Rarely,1,3,3,3,3,Manufacturing Director,3,7861,4,Yes,4,0,10,4,4,1,0,0
44,No,Non-Travel,24,3,1,1,1,Laboratory Technician,3,3708,2,No,3,0,9,5,3,5,1,4
47,No,Travel_Frequently,3,3,4,3,4,Sales Executive,3,13770,9,Yes,4,2,28,2,2,22,11,13
30,No,Travel_Rarely,27,5,3,3,2,Sales Executive,4,5304,7,No,4,1,10,2,2,8,7,7
29,No,Travel_Rarely,10,3,3,3,1,Sales Representative,3,2642,1,No,3,0,1,6,3,1,0,0
42,Yes,Travel_Frequently,19,3,3,4,1,Research Scientist,3,2759,6,Yes,4,0,7,2,3,2,2,2
43,No,Travel_Frequently,15,3,4,2,2,Sales Executive,4,6804,3,No,3,1,7,5,3,2,2,2
34,No,Travel_Rarely,8,2,2,3,2,Healthcare Representative,3,6142,3,No,4,0,10,2,3,5,4,3
23,No,Travel_Rarely,9,1,2,3,1,Laboratory Technician,1,2500,1,No,4,1,5,2,4,4,0,2
39,No,Travel_Rarely,3,3,3,4,2,Human Resources,2,6389,9,No,3,1,12,3,1,8,3,6
56,No,Travel_Rarely,9,3,3,3,4,Healthcare Representative,4,11103,7,No,3,0,30,1,2,10,1,1
40,No,Travel_Rarely,2,1,4,2,1,Research Scientist,4,2342,0,Yes,4,0,5,2,2,4,2,3
27,No,Travel_Rarely,7,3,4,2,2,Healthcare Representative,1,6811,8,No,1,0,9,2,1,7,0,7
29,No,Travel_Rarely,10,3,4,3,1,Sales Representative,2,2297,1,No,4,2,2,2,3,2,2,2
53,No,Travel_Rarely,6,3,4,3,2,Laboratory Technician,4,2450,2,No,4,0,19,4,3,2,2,2
35,No,Non-Travel,2,4,4,3,2,Healthcare Representative,1,5093,2,No,1,1,16,2,4,1,0,0
32,No,Travel_Frequently,24,4,1,3,2,Laboratory Technician,4,5309,1,No,4,2,10,2,3,10,4,7
38,No,Travel_Rarely,2,5,4,3,1,Research Scientist,3,3057,6,Yes,2,1,6,0,1,1,0,1
34,No,Travel_Rarely,8,5,2,3,2,Manufacturing Director,1,5121,3,No,3,1,7,3,3,0,0,0
52,No,Travel_Rarely,3,4,3,2,4,Manager,1,16856,1,No,1,0,34,3,4,34,1,16
33,Yes,Travel_Rarely,1,4,4,3,1,Research Scientist,4,2686,1,Yes,3,0,10,2,2,10,7,8
25,No,Travel_Rarely,26,1,3,3,2,Sales Executive,4,6180,1,No,2,0,6,5,2,6,1,4
45,No,Travel_Rarely,2,2,2,1,2,Sales Representative,3,6632,0,No,1,0,9,3,3,8,3,1
23,No,Travel_Rarely,10,1,1,4,1,Research Scientist,3,3505,1,No,4,0,2,3,3,2,0,2
47,Yes,Travel_Frequently,27,2,2,4,2,Sales Executive,3,6397,4,Yes,4,0,8,2,3,5,1,3
34,No,Travel_Rarely,2,3,4,3,2,Sales Executive,4,6274,1,No,3,0,6,5,3,6,1,4
55,Yes,Travel_Rarely,2,3,4,3,5,Manager,1,19859,5,Yes,4,1,24,2,3,5,1,4
36,No,Non-Travel,8,4,1,2,3,Sales Executive,1,7587,1,No,2,0,10,1,3,10,0,9
52,No,Non-Travel,19,4,4,3,1,Research Scientist,4,4258,0,No,1,1,5,3,3,4,1,2
26,No,Travel_Frequently,1,2,1,1,1,Laboratory Technician,4,4364,3,No,1,1,5,2,3,2,2,0
29,No,Travel_Rarely,27,3,2,3,2,Healthcare Representative,3,4335,4,No,1,1,11,3,2,8,1,1
26,Yes,Travel_Rarely,8,3,4,2,2,Sales Executive,1,5326,6,No,3,0,6,2,2,4,1,2
34,No,Travel_Rarely,1,4,2,4,1,Research Scientist,4,3280,2,No,3,0,10,2,3,4,1,3
54,No,Travel_Rarely,19,4,4,3,2,Manufacturing Director,1,5485,9,Yes,2,2,9,4,3,5,1,4
27,No,Travel_Frequently,8,1,3,3,2,Sales Executive,4,4342,0,No,2,1,5,3,3,4,1,1
37,No,Travel_Rarely,10,1,4,3,1,Research Scientist,1,2782,0,Yes,2,2,6,3,2,5,4,3
38,No,Travel_Frequently,2,4,1,4,2,Manufacturing Director,1,5980,6,Yes,4,0,17,2,3,15,4,12
34,No,Travel_Rarely,2,4,3,2,1,Research Scientist,1,4381,1,No,3,0,6,3,3,6,1,3
35,No,Travel_Rarely,8,4,1,3,1,Sales Representative,4,2572,1,No,2,1,3,1,2,3,0,2
30,No,Travel_Rarely,1,3,4,1,1,Laboratory Technician,3,3833,3,No,3,2,7,2,3,2,0,2
40,No,Travel_Frequently,2,2,3,4,2,Healthcare Representative,2,4244,1,No,4,1,8,2,3,8,3,7
34,No,Travel_Rarely,8,2,3,3,2,Sales Executive,1,6500,5,No,2,1,6,1,3,3,1,2
42,No,Travel_Frequently,8,3,2,3,5,Manager,4,18430,1,No,2,1,24,4,2,24,14,9
23,Yes,Travel_Rarely,6,3,3,4,1,Laboratory Technician,1,1601,1,Yes,3,2,1,2,3,0,0,0
24,No,Non-Travel,9,3,3,2,1,Laboratory Technician,2,2694,1,No,3,3,1,4,3,1,0,0
52,No,Travel_Rarely,11,4,4,3,2,Laboratory Technician,3,3149,8,No,2,1,9,3,3,5,1,4
50,No,Travel_Rarely,2,3,3,3,4,Research Director,3,17639,5,No,4,0,30,3,3,4,0,3
29,Yes,Travel_Rarely,1,2,2,2,1,Laboratory Technician,1,2319,1,Yes,4,1,1,1,3,1,0,0
33,No,Travel_Rarely,7,3,3,3,3,Research Director,3,11691,0,No,4,0,14,3,4,13,3,7
33,Yes,Travel_Rarely,16,3,1,3,2,Sales Executive,1,5324,5,No,3,0,6,3,3,3,0,2
47,No,Travel_Rarely,2,2,3,3,4,Manager,4,16752,1,Yes,3,1,26,3,2,26,3,0
36,No,Travel_Rarely,1,3,3,3,2,Manufacturing Director,2,5228,0,No,1,1,10,2,3,9,0,5
29,No,Travel_Rarely,23,2,3,4,1,Research Scientist,3,2700,1,No,3,1,10,3,3,10,0,7
58,Yes,Travel_Rarely,2,4,4,3,5,Research Director,2,19246,7,Yes,4,0,40,2,3,31,13,8
35,No,Travel_Rarely,1,4,4,4,1,Research Scientist,3,2506,3,No,3,0,7,0,3,2,2,2
42,No,Travel_Rarely,1,2,4,2,2,Manufacturing Director,4,6062,9,Yes,4,1,8,4,3,4,0,2
28,Yes,Travel_Rarely,2,4,3,3,1,Research Scientist,3,4382,6,No,4,0,5,3,2,2,2,1
36,No,Travel_Rarely,13,3,3,3,1,Human Resources,2,2143,4,No,2,1,8,2,3,5,0,4
32,No,Travel_Rarely,4,3,3,2,2,Manufacturing Director,3,6162,1,No,3,1,14,3,3,14,6,8
40,No,Travel_Frequently,16,4,1,2,2,Laboratory Technician,3,5094,6,No,4,0,10,6,3,1,0,0
30,No,Travel_Rarely,2,3,3,2,2,Manufacturing Director,4,6877,5,Yes,2,0,12,4,2,0,0,0
45,No,Travel_Rarely,2,3,2,2,1,Research Scientist,3,2274,1,No,4,0,1,3,3,1,0,0
42,No,Travel_Rarely,29,3,2,3,2,Manufacturing Director,2,4434,1,No,4,1,10,3,2,9,7,8
38,No,Travel_Frequently,12,3,1,2,2,Healthcare Representative,1,6288,2,No,3,1,13,3,2,4,1,2
34,No,Travel_Frequently,16,4,3,2,1,Research Scientist,4,2553,1,No,3,0,6,3,3,5,1,3
49,Yes,Travel_Rarely,11,3,3,3,3,Sales Executive,4,7654,1,No,1,2,9,3,4,9,7,7
55,Yes,Travel_Rarely,2,1,3,3,2,Sales Executive,4,5160,4,No,3,0,12,3,2,9,7,3
43,No,Travel_Rarely,14,2,2,3,4,Research Director,1,17159,6,No,3,1,22,3,3,4,1,0
27,No,Travel_Rarely,5,1,3,2,3,Research Director,4,12808,1,Yes,2,1,9,3,3,9,0,8
35,No,Travel_Rarely,7,3,3,3,3,Manufacturing Director,3,10221,3,No,2,0,17,3,4,8,1,6
28,No,Travel_Rarely,2,4,2,3,2,Sales Executive,2,4779,1,Yes,1,0,8,2,3,8,7,5
34,No,Travel_Rarely,3,2,3,3,1,Human Resources,4,3737,0,No,3,1,4,1,1,3,0,2
26,Yes,Travel_Frequently,5,2,3,2,1,Research Scientist,3,2366,1,Yes,1,1,8,2,3,8,1,7
27,No,Non-Travel,3,3,4,3,1,Research Scientist,4,1706,1,No,3,3,0,6,2,0,0,0
51,No,Travel_Rarely,26,4,1,3,4,Manager,3,16307,2,No,3,1,29,2,2,20,4,17
44,No,Travel_Rarely,4,3,4,3,2,Healthcare Representative,2,5933,9,No,4,0,10,2,2,5,2,3
25,No,Travel_Rarely,2,1,1,4,1,Research Scientist,1,3424,7,No,3,0,6,3,2,4,0,1
33,No,Travel_Rarely,1,3,1,4,2,Sales Executive,1,4037,1,No,1,1,9,5,3,9,0,8
35,No,Travel_Rarely,27,1,3,2,1,Research Scientist,1,2559,1,No,4,0,6,3,2,6,1,1
36,No,Travel_Rarely,1,2,2,3,2,Sales Executive,4,6201,1,Yes,4,1,18,1,2,18,4,11
32,No,Travel_Rarely,13,4,2,3,2,Sales Executive,4,4403,2,No,3,1,8,3,2,5,0,3
30,No,Travel_Frequently,5,4,2,2,1,Research Scientist,4,3761,9,No,2,1,10,3,2,5,0,3
53,No,Travel_Rarely,7,2,1,2,3,Sales Executive,4,10934,7,Yes,4,1,35,3,3,5,0,4
45,No,Travel_Rarely,9,3,4,3,3,Sales Executive,1,10761,4,Yes,3,1,18,2,3,5,0,2
32,No,Travel_Rarely,8,2,3,4,2,Research Scientist,3,5175,5,No,3,1,9,3,2,5,1,3
52,No,Travel_Frequently,25,4,3,2,4,Manufacturing Director,4,13826,3,No,3,0,31,3,3,9,0,0
37,No,Travel_Rarely,16,4,4,2,2,Sales Executive,3,6334,4,No,4,2,9,2,3,1,0,0
28,No,Travel_Rarely,8,2,2,2,1,Human Resources,4,4936,1,No,4,1,6,6,3,5,0,4
22,No,Travel_Rarely,1,2,4,2,2,Manufacturing Director,4,4775,6,No,1,2,4,2,1,2,2,2
44,No,Travel_Rarely,8,4,1,4,1,Laboratory Technician,4,2818,2,Yes,3,1,10,2,2,3,0,2
42,No,Travel_Frequently,2,1,2,3,1,Research Scientist,4,2515,5,Yes,4,0,8,2,3,2,2,2
36,No,Travel_Rarely,8,3,1,2,1,Human Resources,1,2342,0,No,3,0,6,3,3,5,0,3
25,No,Travel_Rarely,3,1,3,3,2,Sales Executive,1,4194,1,Yes,4,0,5,3,3,5,0,3
35,No,Travel_Rarely,9,3,4,2,3,Manufacturing Director,3,10685,1,Yes,2,1,17,2,3,17,5,15
35,Yes,Travel_Frequently,25,4,4,3,1,Research Scientist,2,2022,1,Yes,1,1,10,3,2,10,7,8
32,No,Non-Travel,1,3,4,3,1,Laboratory Technician,4,2314,0,No,2,1,4,2,3,3,0,2
25,No,Travel_Rarely,4,1,3,2,2,Sales Executive,1,4256,1,No,1,0,5,1,4,5,0,3
49,No,Travel_Rarely,1,3,3,3,1,Research Scientist,1,3580,2,No,2,1,7,2,3,4,0,2
24,No,Non-Travel,4,1,1,2,1,Laboratory Technician,4,3162,0,No,4,0,6,2,2,5,3,4
32,No,Travel_Frequently,5,2,2,3,2,Sales Executive,2,6524,1,No,4,1,10,3,3,10,5,3
38,No,Travel_Rarely,9,3,2,2,1,Sales Representative,2,2899,0,No,4,1,3,3,3,2,1,2
42,No,Travel_Rarely,3,3,3,4,2,Laboratory Technician,4,5231,2,Yes,2,1,17,1,2,5,1,3
31,No,Travel_Rarely,11,4,4,3,1,Research Scientist,4,2356,3,Yes,2,1,8,2,3,6,0,2
29,Yes,Travel_Rarely,1,3,2,2,1,Sales Representative,3,2800,6,Yes,3,3,5,3,3,3,0,2
53,No,Travel_Rarely,8,3,1,3,4,Sales Executive,4,11836,5,No,3,1,28,3,3,2,2,2
35,No,Travel_Rarely,25,3,4,2,3,Manufacturing Director,2,10903,3,No,1,0,16,2,3,13,4,8
37,No,Travel_Frequently,21,2,3,3,1,Sales Representative,4,2973,5,No,2,1,10,3,3,5,0,0
53,No,Travel_Rarely,23,4,4,3,4,Research Director,4,14275,6,No,3,0,33,0,3,12,3,8
43,No,Travel_Frequently,1,3,4,3,2,Healthcare Representative,4,5562,4,No,2,1,12,2,2,5,2,2
47,No,Travel_Rarely,2,2,3,3,2,Sales Executive,4,4537,0,Yes,1,1,8,2,3,7,7,7
37,No,Non-Travel,19,2,1,3,3,Sales Executive,2,7642,1,Yes,4,0,10,2,3,10,0,9
50,No,Non-Travel,2,4,1,3,4,Manager,1,17924,1,No,4,1,31,3,3,31,14,7
39,No,Travel_Rarely,2,3,4,2,2,Human Resources,4,5204,8,No,3,2,13,2,3,5,0,4
33,No,Travel_Rarely,3,2,4,3,1,Human Resources,2,2277,3,Yes,3,1,7,4,4,4,0,3
32,Yes,Travel_Rarely,25,4,1,3,1,Laboratory Technician,4,2795,1,Yes,3,0,1,2,1,1,0,1
29,No,Travel_Rarely,7,1,1,2,1,Laboratory Technician,4,2532,6,No,3,3,8,5,3,4,0,3
44,No,Travel_Rarely,9,2,2,3,1,Research Scientist,1,2559,1,Yes,4,0,8,0,3,8,7,1
28,No,Travel_Rarely,5,4,1,3,2,Sales Executive,4,4908,1,No,2,0,4,3,3,4,0,2
58,Yes,Travel_Frequently,2,1,4,2,1,Laboratory Technician,4,2380,9,Yes,4,1,3,3,2,1,0,0
43,No,Travel_Rarely,8,3,1,3,2,Manufacturing Director,2,4765,4,No,3,1,4,2,4,1,0,0
20,Yes,Travel_Rarely,2,3,3,2,1,Sales Representative,3,2044,1,No,4,0,2,3,2,2,0,2
21,Yes,Travel_Rarely,18,1,4,3,1,Research Scientist,4,2693,1,No,1,0,1,3,2,1,0,0
36,No,Travel_Rarely,14,1,3,3,2,Healthcare Representative,4,6586,0,Yes,1,1,17,2,2,16,4,11
47,No,Travel_Rarely,2,4,4,2,1,Sales Representative,4,3294,1,Yes,1,0,3,3,2,3,1,2
22,Yes,Travel_Rarely,3,1,2,3,2,Manufacturing Director,3,4171,0,Yes,1,1,4,3,4,3,0,2
41,Yes,Travel_Rarely,2,4,2,1,1,Laboratory Technician,4,2778,4,Yes,3,1,10,1,2,7,1,0
28,No,Travel_Rarely,9,3,3,3,1,Research Scientist,3,2377,5,No,2,1,6,2,3,2,2,2
39,Yes,Travel_Rarely,6,3,4,3,1,Laboratory Technician,1,2404,7,Yes,4,0,8,2,1,2,2,2
27,No,Travel_Rarely,4,3,2,3,1,Research Scientist,3,2318,1,No,3,0,1,2,3,1,0,0
34,No,Travel_Rarely,10,3,2,3,1,Laboratory Technician,2,2008,1,No,2,2,1,3,3,1,1,0
42,No,Travel_Rarely,14,2,3,2,2,Sales Executive,3,6244,7,No,1,0,10,6,3,5,0,3
33,No,Travel_Rarely,1,4,3,2,1,Research Scientist,1,2799,3,Yes,2,0,6,1,3,3,0,2
58,No,Travel_Rarely,5,3,3,2,3,Healthcare Representative,2,10552,2,Yes,4,1,24,3,3,6,0,4
31,No,Travel_Rarely,7,4,2,2,1,Sales Representative,3,2329,3,No,2,0,13,2,4,7,5,2
35,No,Travel_Rarely,21,1,4,3,2,Healthcare Representative,4,4014,1,Yes,4,1,10,2,1,10,0,7
49,No,Travel_Rarely,8,2,1,3,3,Laboratory Technician,2,7403,4,No,3,1,29,3,2,26,1,7
48,No,Travel_Rarely,20,4,4,3,1,Research Scientist,3,2259,4,No,1,2,13,2,2,0,0,0
31,No,Non-Travel,20,2,4,3,2,Sales Executive,3,6932,1,No,4,1,9,2,2,9,0,0
36,No,Travel_Rarely,7,4,2,3,1,Research Scientist,4,4678,2,No,3,0,8,6,3,6,0,1
38,No,Travel_Rarely,1,3,4,3,3,Research Director,1,13582,1,No,2,1,15,3,3,15,5,11
32,No,Non-Travel,1,3,3,2,1,Laboratory Technician,2,2332,6,No,3,0,5,3,3,3,0,2
25,Yes,Travel_Rarely,19,2,3,2,1,Sales Representative,2,2413,1,Yes,3,3,1,2,3,1,0,0
40,No,Travel_Rarely,10,4,1,2,3,Sales Executive,2,9705,2,No,2,1,11,2,2,1,0,0
26,No,Travel_Frequently,1,3,3,2,2,Sales Executive,1,4294,1,No,2,0,7,2,3,7,0,7
41,No,Travel_Rarely,6,3,4,3,1,Laboratory Technician,1,4721,2,Yes,3,0,20,3,3,18,2,17
36,No,Travel_Rarely,2,4,3,3,1,Laboratory Technician,3,2519,4,No,3,0,16,6,3,11,3,9
19,Yes,Travel_Rarely,21,3,4,2,1,Sales Representative,2,2121,1,Yes,2,0,1,3,4,1,0,0
20,Yes,Travel_Rarely,4,3,1,3,1,Laboratory Technician,1,2973,1,No,2,0,1,2,3,1,0,0
31,No,Travel_Rarely,12,3,4,3,2,Healthcare Representative,4,5855,0,Yes,3,2,10,2,1,9,8,5
40,No,Travel_Frequently,9,4,4,3,1,Research Scientist,2,3617,8,Yes,4,1,3,2,3,1,0,0
32,No,Travel_Rarely,3,4,3,3,2,Manufacturing Director,1,6725,1,No,3,1,8,2,4,8,6,3
36,Yes,Travel_Rarely,3,1,3,2,3,Sales Executive,4,10325,1,Yes,1,1,16,6,3,16,3,7
33,No,Travel_Rarely,1,3,2,2,2,Healthcare Representative,4,6949,0,No,1,0,6,3,3,5,1,4
37,Yes,Travel_Rarely,1,4,1,2,3,Sales Executive,3,10609,5,No,3,0,17,2,1,14,11,7
45,No,Non-Travel,4,2,3,3,2,Laboratory Technician,2,4447,1,No,2,0,9,5,2,9,0,8
29,No,Travel_Frequently,20,3,3,3,1,Sales Representative,4,2157,1,No,2,1,3,5,3,3,0,2
35,No,Travel_Rarely,18,3,3,3,2,Sales Executive,3,4601,1,No,2,0,5,3,3,5,1,0
52,No,Travel_Rarely,1,2,4,3,4,Manager,4,17099,2,No,2,1,26,2,2,9,7,8
58,Yes,Travel_Rarely,2,3,4,3,1,Research Scientist,3,2479,4,No,1,0,7,4,3,1,0,0
53,No,Travel_Rarely,2,2,3,3,4,Manager,3,14852,6,No,3,1,22,3,4,17,15,2
30,No,Travel_Rarely,8,2,3,3,3,Sales Executive,3,7264,5,No,1,1,10,2,4,8,7,7
38,No,Non-Travel,10,3,3,3,2,Sales Executive,4,5666,1,Yes,2,0,6,1,3,5,1,3
35,No,Travel_Rarely,3,4,4,3,3,Sales Executive,4,7823,6,No,2,1,12,2,3,10,0,8
39,No,Travel_Rarely,2,5,1,4,3,Sales Executive,3,7880,0,No,4,0,9,3,3,8,0,7
40,Yes,Non-Travel,24,3,2,4,4,Sales Executive,2,13194,4,Yes,4,0,22,2,2,1,0,0
47,No,Travel_Frequently,16,4,3,4,2,Manufacturing Director,3,5067,1,Yes,3,0,20,3,4,19,2,7
36,No,Non-Travel,8,4,1,3,2,Sales Executive,4,5079,4,No,4,2,12,3,3,7,0,7
31,Yes,Non-Travel,9,2,3,2,1,Research Scientist,1,2321,0,Yes,1,0,4,0,3,3,1,2
33,No,Non-Travel,17,3,4,3,4,Manager,3,17444,1,No,4,0,10,2,3,10,6,0
29,Yes,Travel_Rarely,10,3,4,2,1,Research Scientist,1,2404,6,Yes,3,0,3,5,3,0,0,0
33,No,Travel_Rarely,13,1,2,3,1,Research Scientist,4,3452,3,No,1,0,5,4,3,3,0,2
45,No,Travel_Rarely,1,4,4,3,1,Laboratory Technician,4,2270,3,No,4,2,8,2,3,5,0,2
50,No,Travel_Rarely,1,2,4,3,4,Research Director,4,17399,9,No,3,1,32,1,2,5,1,3
33,No,Travel_Frequently,1,4,3,4,2,Healthcare Representative,2,5488,1,Yes,1,1,6,2,3,6,1,2
41,No,Travel_Frequently,9,3,1,3,5,Research Director,3,19419,2,No,2,1,21,2,4,18,0,11
27,No,Travel_Rarely,16,4,3,3,1,Laboratory Technician,2,2811,9,No,2,1,4,2,3,2,2,2
45,No,Non-Travel,23,2,4,3,2,Laboratory Technician,1,3633,1,Yes,3,1,9,2,3,9,0,8
47,No,Travel_Rarely,4,2,4,3,2,Sales Executive,4,4163,1,Yes,3,0,9,0,3,9,0,7
30,Yes,Travel_Rarely,22,3,1,3,1,Research Scientist,3,2132,4,Yes,2,0,7,2,3,5,0,1
50,No,Travel_Rarely,24,3,4,3,4,Manufacturing Director,3,13973,3,Yes,4,1,22,2,3,12,1,5
38,No,Travel_Frequently,10,1,3,3,1,Research Scientist,3,2684,0,No,2,1,3,0,2,2,0,2
46,No,Travel_Rarely,7,2,4,3,3,Manufacturing Director,3,10845,6,No,2,1,13,3,3,8,0,7
24,No,Travel_Rarely,17,1,4,2,2,Manufacturing Director,3,4377,1,No,2,2,5,6,3,4,3,2
35,Yes,Travel_Rarely,14,4,3,2,1,Laboratory Technician,2,3743,1,Yes,4,1,5,2,1,4,0,2
31,No,Travel_Frequently,1,1,3,3,2,Manufacturing Director,1,4148,1,No,3,1,4,1,3,4,0,3
18,No,Non-Travel,5,2,2,3,1,Research Scientist,4,1051,1,No,4,0,0,2,3,0,0,0
54,No,Travel_Rarely,17,3,3,3,3,Manufacturing Director,3,10739,8,No,3,1,22,2,3,10,0,8
35,No,Travel_Rarely,25,4,3,3,3,Healthcare Representative,3,10388,1,Yes,3,1,16,3,2,16,10,1
30,No,Travel_Rarely,8,2,2,4,3,Research Director,1,11416,0,Yes,3,3,9,4,2,8,1,7
20,Yes,Travel_Rarely,11,3,4,2,1,Research Scientist,1,2600,1,Yes,1,0,1,2,3,1,0,0
30,Yes,Travel_Frequently,5,3,2,3,1,Laboratory Technician,2,2422,0,No,1,0,4,3,3,3,1,2
26,No,Travel_Rarely,2,2,4,4,2,Manufacturing Director,4,5472,1,No,2,0,8,2,3,8,1,3
